102-0,102-1,102-2,102-3,102-4,116-1,116-2,116-3,116-4,119-1,119-2,120-0,120-1,120-2,133-0,133-1,133-2,133-3,133-4,148-1,148-1.5,149-1,149-2,161-1,161-1.5,161-2,161-2.5,175-0,175-1,175-1.5,175-2,175-3,175-4,103-1,103-2,103-3,103-4,121-1,121-2,123-1,123-2,123-3,123-4,134-0,134-1,150-1,150-1.5,150-2,150-2.5,150-3,150-4,162-1,162-2,162-2.5,163-0,163-1,163-1.5,176-1,176-1.5,176-2,176-2.5,176-3,176-4,134-1a,134-1b,134-1c,134-1d,134-1e,105-1,105-2,105-3,124-0,124-1,124-2,124-3,124-4,136-1,136-2,138-0,138-1,138-2,138-3,138-4,151-0,151-1,151-2,151-2.5,151-3,151-3.5,151-4,165-1,165-1.5,165-2,165-2.5,165-3,165-3.5,106-1,106-2,106-3,106-4,126-0,126-1,126-2,126-3,126-4,139-0,139-1,139-2,139-3,139-4,140-1,140-2,140-3,140-4,152-1,152-1.5,152-2,152-2.5,152-4,167-1,167-2,167-2.5,167-3,167-4,108-0,108-1,109-0,109-1,109-2,109-3,109-4,127-0,127-1,127-2,127-3,127-4,142-1,142-2,142-3,142-4,143-0,143-1,153-1,153-2,153-2.5,153-3,153-3.5,153-4,168-0,168-1,168-1.5,168-2,168-2.5,168-3,168-4,114-0,114-1,114-2,114-3,114-4,129-1,129-2,129-3,129-4,130-0,130-1,144-0,144-1,144-2,144-3,144-4,155-0,155-1,155-1.5,155-2,155-3,155-4,169-0,169-1,169-1.5,169-2,169-2.5,169-3,169-4,115-0,115-1,115-2,115-3,115-4,115-5,115-6,115-7,115-8,131-1,131-2,131-3,131-4,145-0,145-1,145-1.5,145-2,145-2.5,145-3,145-4,158-1,158-1.5,158-2,170-0,170-1,170-1.5,170-2,170-3,170-3.5,170-4,145-1a,145-1b,145-1c,145-1d,145-1e,132-0,132-1,132-2,132-3,132-4,132-5,132-6,132-7,132-8,146-0,146-1,147-1,147-2,147-2.5,147-3,147-4,160-1,160-1.5,160-2,160-3,160-3.5,160-4,171-1,171-2,171-3,171-4,174-1,174-2,174-2.5,174-3,174-4
"3,056,892,160","94,789,720","449,402,048","374,391,008","392,428,736","90,769,312","84,576,040","234,917,824","159,745,376","165,367,376","238,579,392","1,000,505,856","277,716,704","188,635,104","210,392,512","571,864,448","456,941,312","230,687,968","44,336,636","425,138,144","53,030,644","212,760,544","242,577,392","57,635,040","112,381,416","124,331,856","177,165,680","206,348,368","105,461,040","369,642,176","72,176,944","330,916,736","100,802,000","244,396,656","123,530,552","432,039,328","481,720,768","424,883,840","204,509,024","380,863,520","401,189,856","39,250,504","67,182,144","851,584,640","362,280,096","98,168,656","197,086,048","487,976,768","591,979,584","389,214,432","354,099,904","120,382,088","181,413,088","67,541,576","303,506,720","242,854,464","605,083,776","132,832,040","376,872,672","443,214,528","1,122,049,792","178,036,704","124,208,104","432,339,296","361,360,928","411,523,072","401,920,320","343,430,592","65,656,348","486,476,032","139,063,776","98,314,800","239,335,504","244,020,864","480,405,440","433,135,904","154,788,160","1,219,598,720","97,007,904","1,070,365,376","569,167,296","544,769,280","535,397,952","442,333,536","267,250,416","47,556,324","144,013,568","448,209,632","748,869,504","658,738,688","249,929,552","472,755,040","213,338,624","591,332,224","526,263,648","320,368,448","87,884,152","359,403,680","177,023,456","93,730,616","364,383,232","674,688,960","209,280,048","279,973,696","229,133,888","110,989,712","177,330,864","539,307,968","468,216,128","559,940,224","135,783,328","211,111,104","129,590,816","74,964,784","230,697,216","107,644,488","202,195,808","446,923,136","1,078,010,624","125,848,776","112,767,896","84,228,384","393,310,816","321,361,600","218,395,824","62,779,180","304,525,664","39,485,692","140,211,936","60,137,604","66,704,132","47,757,824","63,873,548","57,861,664","754,923,776","57,825,184","258,710,864","448,338,560","390,108,480","322,205,056","688,018,048","168,909,696","165,738,304","455,608,608","549,428,032","88,894,744","291,547,136","490,223,008","306,527,264","223,996,544","155,791,936","321,315,520","342,359,008","161,327,248","32,779,874","58,833,692","136,876,496","99,315,128","481,901,696","12,591,527","109,032,312","109,449,904","319,924,736","301,122,720","173,787,776","259,940,784","275,078,144","185,643,344","496,123,136","326,299,136","547,777,600","159,168,448","45,143,024","94,791,680","5,409,045","241,793,488","43,513,140","415,851,712","135,514,672","450,032,800","264,488,160","65,961,844","270,663,392","262,620,160","56,111,728","142,610,816","242,695,600","325,384,512","540,482,688","361,155,136","337,639,552","478,723,648","357,278,528","92,851,896","246,995,504","168,988,672","473,129,472","403,824,064","156,003,296","287,737,760","588,971,200","438,656,832","188,184,336","363,970,784","188,627,040","252,960,320","143,034,256","59,481,652","136,492,928","614,535,616","248,762,016","120,574,352","88,497,032","234,188,832","199,676,688","192,052,928","180,214,512","152,148,320","180,838,304","249,612,320","359,318,400","80,779,064","425,258,176","156,476,800","260,410,736","300,232,672","280,385,568","542,384,128","79,060,952","102,585,456","434,077,152","662,118,272","443,413,696","432,512,320","324,342,464","137,468,768","300,877,472","324,472,448","151,727,376","125,028,168","1,136,760,832","150,086,304","84,092,152","326,864,256","52,393,536","263,898,352","195,876,112","245,721,952","639,120,192","339,276,160"
"163,617,520","56,706,580","6,826,522","32,935,964","16,496,295","28,873,670","3,800,251","3,862,706","10,925,796","79,152,984","22,471,546","132,378,712","140,055,888","130,413,968","50,532,408","45,281,432","20,456,498","13,769,126","3,782,089","43,550,048","6,155,832","98,137,136","39,006,524","16,122,737","20,010,026","3,575,781","3,965,921","296,394,688","28,271,642","68,699,096","8,598,503","10,463,364","10,237,428","35,953,068","3,049,848","24,460,304","7,015,212","48,933,532","166,487,792","37,776,304","5,285,418","1,074,882","6,045,927","6,543,731","5,256,624","41,061,784","70,591,200","7,439,250","33,576,076","5,816,956","7,323,228","8,471,497","2,417,188","1,486,675","8,504,140","2,789,397","51,702,956","155,521,392","153,506,672","220,193,600","134,867,808","62,509,092","2,159,911","4,006,290","5,751,568","6,121,753","5,236,177","5,448,394","81,354,080","75,409,208","32,601,444","428,398,080","113,854,264","112,956,248","17,420,620","18,218,040","63,095,944","40,549,844","47,884,408","10,382,576","4,317,644","8,401,400","21,537,672","11,837,666","4,459,258","4,642,971","5,278,592","12,551,292","36,975,764","36,677,908","21,381,396","34,742,924","8,899,478","13,045,458","17,674,512","10,432,403","4,752,865","3,256,202","6,261,543","3,640,468","48,356,044","125,682,824","39,806,468","45,224,372","15,760,077","4,963,656","13,418,752","13,938,623","13,963,486","16,569,534","56,620,316","11,619,684","4,128,258","2,950,118","61,179,664","48,093,124","29,574,384","6,805,662","19,298,670","53,230,856","24,244,806","21,212,754","27,541,524","76,005,048","14,491,859","41,695,500","524,416,288","52,039,868","3,722,209","5,089,082","3,538,890","11,374,399","44,820,848","14,919,795","36,043,876","2,418,643","17,393,084","44,501,476","8,502,426","49,921,592","31,367,980","27,959,730","87,955,288","30,937,564","47,549,784","9,882,518","24,049,992","38,053,336","8,059,536","7,307,963","10,358,144","10,141,829","11,362,873","4,700,849","3,490,251","1,158,499,072","30,211,868","16,889,170","6,985,085","2,327,780","36,920,960","9,230,265","3,337,883","2,843,045","2,696,166","54,705,892","23,774,968","39,953,008","7,320,469","9,750,212","7,901,122","19,462,624","47,410,956","33,525,292","3,260,165","8,098,671","13,630,052","19,355,232","135,948,736","58,331,568","6,160,670","4,731,029","5,456,908","25,208,068","40,301,628","70,795,280","8,694,934","15,102,067","6,621,630","14,826,692","6,493,663","8,320,551","2,502,194","33,494,512","5,626,085","12,973,105","14,145,826","15,177,561","85,856,952","96,316,008","63,069,880","47,727,204","18,024,842","42,438,452","71,734,904","53,142,276","6,873,036","24,605,212","97,245,040","140,129,200","79,821,152","10,749,394","14,247,972","17,698,948","103,368,512","128,449,792","113,672,920","116,332,800","107,482,176","18,494,092","25,570,180","20,419,640","4,144,657","5,341,529","7,227,268","18,573,578","15,365,858","21,248,704","11,497,556","5,782,623","9,877,424","48,176,572","16,081,961","52,290,744","57,267,204","40,116,360","34,525,408","21,519,396","2,897,510","19,222,004","117,719,656","91,601,736","5,314,565","160,124,352","1,978,896","26,955,226","6,744,219","8,665,432","17,867,708","8,510,087"
"265,047","15,077",,,,,,,,,,,,,,,,,,,,"62,420",,,,,,"174,256","18,743",,,,,,,,,,"196,123",,,,,,,"151,508","141,768",,,,,,,,,,,"1,043,644","497,076",,,,,,,,,,,,"77,421",,,"54,653",,,"30,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,911",,,,"147,124","239,774","56,318",,,"505,149","168,780","193,207",,,,,"215,065",,,,,,"27,066",,,,,,,,,"43,232",,,,,,,,,,,,,,,,,,,"83,628",,,,,,,,,,,,"297,214","295,429",,,,,"359,928","267,167",,,,,"130,268","395,374",,,,,,,,,,,,,"121,639","71,676","31,598",,,,,,,,,"280,225",,,,,"142,752","127,859","132,459","150,752","151,941",,"621,292",,,,,,"43,904",,,,,,,,,,,,,,,"632,015",,"149,316",,,,,,
"1,457,708",,,,,,,,,,,,,,,,,,,,,,,,,,,"863,057",,,,,,,,,,,"499,511",,,,,,,"41,395","73,387",,,,,,,,,,,"1,955,621","166,819",,"25,382",,,,,,,,,,,,,"132,276",,,"280,632",,,,,,,,,,,,,,,,,,,,,,,,"47,717",,,,,,,,,,,,,,"218,991","305,778","42,079",,,"5,011,755","254,234","278,739",,,,"279,263","139,217",,,,,,"75,997",,,,,,,,,,,,,,,,,,,,,,,,"114,498",,,,,,,,,,,,,,,,,,,,,,"347,963","156,133",,,,,"482,717","288,408",,,,,,,,,,,,,,,,,,,,,,,"44,728","534,634",,,,,,,,,,,"1,337,494",,,,,,,,,,,,,,,,,"229,205",,,,"1,019,461",,"89,104",,,,,,
"536,606",,,,,,,,,,,,"63,990",,,,,,,,,,,"25,230",,,,"180,919",,,,,,,,,,,"912,317",,,,,,,"217,837","247,753",,,,,,,,,,,"1,182,601","216,992",,,,,,,,,,,,"134,909",,"92,795","253,825",,,"87,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,776",,,,"436,144","615,550","193,211",,,"1,222,813","355,339","419,829",,,,"109,462","232,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,194",,,,,"77,099",,,,,,"628,672","571,774",,,,,"173,183","609,796",,,,,,,,,,,,,,,,,,,,,,,,"332,376",,,,,,,,,,,"1,296,898",,,,,,,,,,,,,,,,,"46,555",,,,"1,114,348",,"157,070",,,,,,
"174,091","37,308",,,,"210,121",,,,,,,"251,157","306,221",,,"101,084",,,,,"151,586",,,,,,,"454,224","255,667",,,,,,,,,"273,350","36,538",,,,,,"38,456","46,659",,,,,,,,,,,"1,152,642","289,365",,,,,,,,,,,,"78,594","135,457","2,532,712","891,279",,,"229,317",,,,,,,,,,,,,,"44,826","65,760",,,,,,,,,,,,,,,,,,,,,,,"383,871","304,634","44,893",,,"155,640","230,633","202,071",,,,,"41,120",,,,,,"47,055",,,,,,,,,,,,,,,,,,,,,,,"62,767",,,,,"63,018",,,,,,,"208,320",,,,,,,,,,,"447,245","373,208",,,,,,"517,960",,,,,,,,,,,,,,,,,,,"17,637",,,,"203,872","437,206",,,,,,,,,,,"294,772",,,,,,,,,,,,,,,,,,,,,"516,517",,"71,630",,,,,,
"7,887,849","423,052",,,,"691,843",,,,,,,"1,699,305","575,375",,,,,,,,"792,103",,,,,,,"1,137,376","759,945",,,,,,,,,"6,178,111",,,,,,,"6,506,822","10,641,000",,,,,,,,,,,"3,988,694",,,,,,,,,,,"931,501","164,223","8,456,192","74,711","11,953,002","11,944,740",,,"8,954,830",,,,,,,,,,,,,,"499,345","760,527",,,,,,,,,,,,,,,,,,,,,,,"207,822","195,890",,,,"6,306,434","9,453,866","14,406,184",,,,,"2,585,776",,,,,,"2,631,757",,,,,,,,,,,,,,,,,,,,,,,"1,500,568",,,,,"881,276",,,,,,,"2,300,589",,,,,,,,,,,"3,883,708","3,324,212",,,,,,"2,876,900",,,,,,,,"15,132",,,,,,,,,,,"138,751",,,,"285,154","699,036",,,,,,,,,,,"774,870",,,,,,,,,,,,,,,,,,,,,"1,336,113",,,,,,,,
"2,021,352","1,868,908",,,,"192,011",,,,,,,"533,491","154,210",,,,,,,,"2,111,432",,,,,,,"399,862","300,931",,,,,,,,,"2,412,001","209,397",,,,,,"2,051,615","3,327,003",,,,,,,,,,,"1,761,405","597,771",,,,,,,,,,"315,162","400,257","3,115,429","200,585","8,306,703","15,328,752",,,"1,290,978",,,,,,,,,,,,,,"71,744","98,973",,,,,,,,,,"61,335",,,,,,,,,,,,,"190,136","183,618",,,,"3,136,317","3,141,800","3,951,091",,,,,"631,091",,,,,,"597,771",,,,,,,,,,,,,,,,,,,,,,,"693,817","66,084",,,,"224,432",,,,,,,"1,457,300",,,,,,,,,,,"1,239,267","1,180,136",,,,,,"409,840",,,,,,,,"34,843",,,,"29,073","696,019","253,177",,,,,"407,193",,,,"119,264","484,832",,,,,"794,399","896,896","677,754","790,185","786,974",,"420,097",,,,,,,,,,,,,,,,,,,,,"534,783",,,,,,,,
"843,766",,,,,"31,898",,,,,,,"53,229",,,,,,,,,,,,,,,,"21,449",,,,,,,,,,"225,468",,,,,,,"193,438","357,704",,,,,,,,,,,"132,911",,,,,,,,,,,"47,971",,"253,215",,"371,779","304,918",,,"682,059",,,,,,,,,,,,,,"28,975","49,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,"719,423","781,705","1,009,089",,,,,"250,942",,,,,,"494,581",,,,,,,,,,,,,,,,,,,,,,,"108,563",,,,,"109,959",,,,,,,"264,339",,,,,,,,,,,"559,481","459,625",,,,,,"398,672",,,,,,,,,,,,,,,,,,,,,,,"16,396","45,730",,,,,,,,,,,"140,329",,,,,,,,,,,,,,,,,,,,,"227,741",,,,,,,,
"2,675,084,032","1,917,737,600","443,415,200","534,337,984","728,902,336","184,943,632","794,555,776","654,845,632","895,945,216","499,509,824","1,288,683,904","1,699,151,872","1,325,879,680","1,827,778,944","1,005,446,144","190,599,536","993,678,016","983,241,344","854,727,232","1,077,512,064","1,053,505,472","452,480,032","1,041,493,888","118,077,248","105,804,672","684,445,248","795,884,032","738,140,736","322,667,488","343,059,808","844,332,544","1,372,466,560","1,074,345,216","529,184,192","718,652,992","476,223,328","1,102,542,720","645,871,680","2,252,433,152","428,857,568","929,035,136","809,457,344","466,681,856","1,087,306,624","838,619,520","103,146,424","158,278,128","1,307,370,496","1,568,020,480","1,453,846,912","1,472,315,264","632,194,432","756,079,744","740,610,496","2,958,139,648","2,116,055,808","4,453,234,176","2,446,350,080","2,596,020,736","886,853,440","1,509,693,312","1,017,233,408","206,275,968","932,745,152","997,893,888","978,881,472","925,851,648","928,973,120","713,639,488","1,398,932,224","437,400,992","6,104,248,320","139,494,544","268,614,688","949,935,296","2,348,865,792","242,739,040","837,631,104","1,002,051,136","686,620,416","265,098,112","495,027,680","773,425,920","886,814,912","549,169,344","426,973,120","1,031,337,600","1,252,496,256","1,380,445,184","1,285,682,560","580,272,512","415,140,320","395,166,272","448,851,136","2,096,900,352","2,926,577,408","372,371,136","674,987,648","906,132,864","987,016,832","1,170,592,000","150,483,328","264,573,072","495,156,384","420,487,840","2,274,723,072","575,152,768","2,322,149,376","1,584,544,512","3,920,947,456","1,241,965,568","1,077,505,408","1,463,333,504","1,482,089,088","314,413,344","111,004,144","306,972,896","748,887,616","1,429,534,848","366,139,424","415,290,944","1,299,992,576","537,180,224","1,014,213,760","1,650,089,216","195,252,880","2,512,841,984","2,590,844,416","1,284,719,360","779,179,712","1,054,451,968","4,331,181,056","132,864,488","298,132,992","393,952,544","422,850,208","811,862,592","2,025,045,760","872,163,072","1,318,381,056","3,018,293,248","3,433,009,920","813,153,856","929,985,536","634,673,728","349,808,768","826,483,328","619,902,976","520,395,712","1,896,827,904","1,196,834,176","947,616,128","742,294,976","991,016,256","721,184,320","1,589,381,888","211,105,040","669,528,192","356,149,152","277,864,640","237,389,344","367,113,888","572,286,080","588,268,992","392,085,056","360,806,656","1,760,155,648","483,997,792","869,379,072","1,457,764,992","1,298,288,640","7,018,174,976","622,815,296","499,151,616","1,014,821,248","1,199,149,568","519,129,152","1,127,415,296","83,221,656","93,994,912","1,461,495,040","526,520,064","1,052,342,464","566,185,664","4,532,505,600","286,517,056","918,116,928","829,081,088","1,026,948,672","980,225,216","567,322,368","930,411,648","742,850,432","87,992,048","193,403,488","212,032,304","679,981,824","4,453,306,880","3,634,288,128","1,850,237,440","730,281,408","1,491,805,952","472,632,800","571,154,816","882,367,616","933,719,168","1,912,688,128","2,120,953,216","270,184,480","393,390,464","936,109,056","484,503,040","450,715,456","707,315,968","3,658,736,384","3,855,582,976","3,940,644,096","4,134,585,600","3,760,639,232","1,786,439,040","393,541,152","924,022,016","838,390,912","721,702,976","823,665,856","1,761,465,216","1,077,985,024","2,149,484,288","4,111,077,632","785,158,848","1,136,551,936","1,801,937,024","1,991,339,264","1,762,753,664","616,672,448","1,940,143,232","1,753,378,944","554,857,088","389,314,336","369,059,968","1,203,813,760","4,781,982,720","6,505,811,968","4,509,408,768","3,183,141,376","636,636,864","578,870,144","639,309,376","1,031,855,360","407,139,232"
"805,475","1,400,296","734,212","903,266","706,808","288,312","1,297,976","1,046,813","2,017,745","542,154","631,751","1,083,681","4,048,507","6,108,253","695,053","879,489","1,053,219","2,040,453","1,441,673","836,277","404,569","587,512","1,169,816","377,623","475,941","990,638","952,591","854,190","436,469","472,688","1,229,716","2,187,760","1,899,229","1,323,074","1,209,030","1,525,343","3,714,874","1,802,965","1,194,882","846,809","1,354,857","1,560,519","740,838","909,161","1,312,907","455,789","598,788","647,442","961,468","638,819","1,394,118","1,105,683","2,120,720","1,351,392","1,727,761","2,272,589","2,544,316","1,586,465","2,528,666","1,525,306","1,458,483","1,306,763","398,427","2,087,957","1,908,439","1,760,854","1,537,364","1,640,012","826,234","1,831,733","822,360","3,508,931","641,481","932,729","1,193,670","725,896","281,123",,,"590,969","407,492","342,608","495,085","659,202","1,485,283","889,183","2,144,762","1,504,799","1,762,342","1,363,402","866,575","1,257,774","927,953","1,301,835","2,016,337","1,679,278","875,224","1,471,206","1,484,391","1,219,747","595,781","673,343","837,992","1,047,943","748,767","1,179,661","857,548","1,724,639","2,524,676","2,336,621","1,057,672","1,009,074","2,484,315","2,143,870","676,454","518,680","600,456","1,339,369","1,058,189","604,842","281,511","629,685","1,074,250","930,129","823,856","252,324","754,151","1,307,919","1,147,139","569,947","575,249","2,038,387","265,546","369,206","444,469","477,639","722,060","1,427,187","550,543","1,554,386","1,629,861","1,634,438","998,960","909,521","526,839","313,750","794,247","930,905","1,195,153","2,029,937","2,818,586","1,551,177","2,095,249","2,104,726","709,563","520,461","582,972","510,941","688,921","255,190","176,679","1,063,797","1,126,122","1,199,205","323,425","1,012,342","623,065","445,907","515,856","632,020","580,945","2,591,275","326,250","379,564","375,587","457,780","823,464","1,236,843","213,083","182,259","1,549,759","805,722","2,091,048","1,041,565","1,316,576","607,772","1,534,566","1,815,503","1,670,046","1,324,782","1,491,659","1,789,138","2,070,681","263,048","702,164","338,748","721,584","2,719,228","3,377,163","2,161,971","1,724,539","1,952,781","1,305,340","1,138,198","1,002,121","1,265,430","1,385,876","1,019,408","1,227,312","838,019","2,030,102","1,264,192","928,485","1,068,642","4,310,672","5,044,527","5,287,126","5,364,171","4,948,802","808,416","893,424","973,718","2,646,620","2,405,985","2,692,371","1,392,870","1,907,752","1,460,896","761,326","1,565,424","2,018,616","3,783,810","2,671,712","6,174,262","2,798,561","1,171,961","850,629","501,722","699,254","661,705","1,006,379","1,896,522","13,354,020","2,757,019","3,094,706","895,297","921,412","1,079,960","724,996","1,050,139"
"1,047,248,768","108,407,488","155,164,080","174,944,832","160,057,632","70,950,016","191,773,344","202,424,192","435,682,784","6,978,054","247,564,080","290,583,776","166,228,896","444,560,704","108,259,104","34,561,224","150,957,088","116,967,144","81,428,168","171,896,112","197,248,224","22,278,064","195,021,552","52,379,728","76,006,248","177,022,624","268,429,872","432,690,368","12,183,026","85,290,280","103,523,592","220,983,728","134,874,912","180,626,576","491,968,704","185,670,464","788,328,128","168,111,200","743,475,200","59,786,696","290,994,112","211,381,680","67,673,696","271,335,360","219,359,344","56,589,748","71,797,552","343,063,520","544,752,192","387,309,440","437,616,448","8,287,813","157,416,544","257,268,080","389,799,872","202,307,280","1,990,418,944","313,032,608","341,642,272","275,774,592","87,514,104","261,193,792","74,389,712","203,611,872","326,819,104","256,669,744","213,157,872","244,214,272","5,035,938","328,933,312","3,079,573","2,508,563,456","35,806,784","75,577,536","275,702,016","873,123,904","54,140,368","200,053,504","379,505,920","214,980,352","108,923,624","147,606,960","178,498,800","191,554,800","168,327,888","144,910,560","167,150,928","218,639,728","267,901,696","217,631,440","78,642,504","115,960,088","133,266,064","158,368,064","188,837,200","776,758,144","18,472,996","173,135,488","152,169,136","182,752,240","375,195,808","50,394,092","161,236,368","212,329,584","164,740,416","207,018,336","114,567,504","104,757,360","313,627,072","271,809,856","28,400,896","85,328,496","251,569,104","315,777,344","88,815,560","50,673,520","50,559,588","91,206,480","101,320,040","84,272,952","89,745,552","182,291,920","114,147,744","283,077,120","503,629,472","80,369,600","1,209,723,648","5,484,788","174,766,864","34,987,516","179,497,840","495,429,952","22,207,030","56,507,460","170,526,448","129,280,640","189,975,712","338,559,136","368,717,920","448,430,528","346,872,128","467,503,904","235,937,200","320,753,920","278,884,128","123,516,256","242,951,968","98,183,200","245,325,088","661,071,872","233,251,152","261,432,160","252,603,952","200,428,512","239,909,888","800,854,208","54,157,248","96,402,032","116,843,744","54,527,332","43,784,136","129,642,440","178,585,008","230,699,152","58,415,080","86,107,800","231,361,088","44,963,312","322,416,992","269,379,648","312,857,440","1,038,848,704","60,349,992","69,001,984","92,148,712","95,706,296","56,151,588","272,262,496","61,582,496","136,070,640","256,516,320","384,030,112","217,240,384","124,411,672","821,813,248","27,855,708","240,647,888","200,774,912","266,479,792","273,758,240","245,854,928","292,411,168","201,239,536","21,059,858","60,901,060","10,498,909","25,596,216","466,966,880","78,742,976","75,082,504","141,647,216","112,101,480","55,852,220","71,435,072","139,701,984","176,936,400","289,839,392","743,892,672","54,356,288","83,823,336","98,914,720","110,037,336","93,272,408","118,865,736","77,524,232","82,100,784","73,730,128","74,513,688","72,220,720","532,145,568","369,685,600","257,951,904","259,617,936","279,076,256","285,941,952","363,225,376","440,673,376","415,685,664","2,122,699,392","288,788,896","213,645,840","315,031,776","314,361,600","298,611,072","89,271,384","141,915,280","129,907,320","22,451,354","123,164,392","96,068,712","199,271,136","90,049,600","203,196,784","230,331,232","67,449,464","209,126,096","134,987,216","147,730,160","123,314,392","138,894,512"
"1,851,841","101,164",,"19,796",,"35,961",,,,"36,246",,,,"51,658",,,,,,,,"160,958",,,,,,"11,228,568",,,,,,,,,,,,,,,,,,,,,,,,"423,245",,,"71,900",,"127,792","14,128",,,"43,671",,,,,,,,,,,"5,643,345",,"34,439",,,"201,292","1,070,972","17,966,880",,,,,,,,,,,,,,,,,,"43,267",,,,"764,095",,,,,,,,,,"45,750",,,,,,,,,"395,187",,,"61,203","140,934","338,533","1,211,656",,,"67,526",,,"1,760,469","60,241",,"168,135",,"23,770","50,734","155,992","15,482","15,942","47,953","19,174",,,,,,,,,,,,,"145,648","75,717",,,,,,,,"357,173","906,187",,,,,,"374,566",,,,,,"51,754","14,473",,,,,,"1,051,046",,,,,,,,,,,,,,,,,,,,,,,"240,969","37,765","24,915","8,765",,,,,,,,,,"275,817",,,,,,"328,855",,,,,,,,,"10,692","43,524","139,148",,,"16,828","114,478","702,936","527,093","190,797",,,,,
"1,087,049","189,607",,"252,950","29,596","92,119",,,,"48,758",,"25,023","108,517","59,225","71,587","118,101","53,383","63,146",,"191,760",,"39,586","55,296","270,201","177,413",,,"9,366,131","282,358","21,803","19,668","73,346","76,454",,,,,,,,,,,"38,257","332,818","377,380","250,110","26,735","27,465","39,156","35,501","478,786",,,,"624,469",,"191,019","45,567","183,484","141,283","350,157","196,847","258,094","367,562","397,832","337,697","358,122",,,,"3,101,543","65,993","27,526",,"38,380","167,282","636,503","33,278,002",,"56,064","46,924","70,165",,"33,666","36,786",,,,,,,,,,"42,071","149,267","34,878","102,527","162,942","1,268,388","20,389","124,731","125,974","136,203",,,"175,580","82,219","191,297","38,804",,,,"28,686","43,257",,"123,631","77,311","57,431",,,"79,209","189,367","804,829","1,748,626","62,850","68,694","153,000","62,189","52,358","4,266,320","373,937","59,406","1,007,616",,"95,596","591,638","266,319","151,807",,"118,577","61,885",,,,,,"107,060","92,569","114,362","76,530","41,499",,,"40,770","595,081","92,031","42,657","74,910",,,,,"78,039","595,090",,,"93,575",,,"536,245",,,"75,951",,,,"56,010",,,"47,414",,"28,301","39,035","58,843","41,189","110,124","153,907","50,447","195,625","150,006","78,453",,,,"40,315",,"50,164","85,806","79,679",,,"205,203","59,141",,,"204,714","1,131,266","344,464","297,491","518,734","242,757","271,299","67,872","69,859","45,008","58,105","73,323","156,024","1,502,100",,"92,216",,"105,522","62,111","2,467,146",,"31,003","741,600",,,,,,"826,441","1,022,501","2,759,183","76,899","205,723","231,702","199,726","178,114","169,521","116,155","385,018","69,299","147,100","39,219","68,145"
